event_id,title,club_name,categories,start_time,end_time,location,price,food,registration_required,status,description,image_url,school,club_type,ig_handle,source_url
5094,Fairy Jars Workshop,Crafts 4 Charity,"Creative Arts, Sales & Fundraising","Thu, 02 Apr 2026 10:00 PM UTC","Fri, 03 Apr 2026 12:00 AM UTC",STC 0020,8.0,,True,CONFIRMED,"C4C’S FINAL WINTER 2026 EVENT IS HERE 🥰🥰‼️

We’ll be hosting a Fairy Jars workshop! Come de-stress before finals and take home a cute home decor piece 🧚‍♀️🕯️

🗓️ Thurs April 2nd, 2026
⏰ 6-8 pm
🎟️ $8 per ticket / $6 if you bring your own 8oz jar
📍 STC 0020

All proceeds go to Youth Creativity Fund 💕

🔗 Purchase tickets using the link in our bio (while supplies last)!!!

🙇‍♂️ Online ticket sales close March 30. Tickets will only be sold at the door for people who are bringing their own 8oz jars",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/6134580c-def5-407e-82ff-00923fe968b7.jpg,University of Waterloo,WUSA,uw.crafts4charity,https://www.instagram.com/p/DWRadZqji-9/
5117,End Of Term Party,Earth and Environemental Undergraduate Club,Social & Games,"Thu, 02 Apr 2026 10:00 PM UTC","Fri, 03 Apr 2026 01:00 AM UTC",Grad House,,Yes!,True,CONFIRMED,"Our EOT party is happening Thursday April 2nd at the Grad House! Come for food, trivia, drinks, and a good time! 😋",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/d9f1be52-8d02-4251-b4d8-ef3daad211ae.jpg,University of Waterloo,Student Society,watrox1017,https://www.instagram.com/p/DWUMSEkDr1b/
5159,Warrior M Challenge,"Rubik's Cube Club (formerly twisty puzzles), UW",Social & Games,"Thu, 02 Apr 2026 10:00 PM UTC",,MC 4042,,,True,CONFIRMED,"Hey Waterloo cubers, the final meeting of the term is here! 

Get ready for the Warrior M Challenge tournament. Win your match, take your opponent's cube for the next round.

The meeting is on THURSDAY, April 2nd. See you there! 

#wusaclubs #uwaterloo #uwcubingclub #cubing #speedcubing",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/74d6a03b-581f-4616-9c66-25a83bc9c5f3.jpg,University of Waterloo,WUSA,uwcubingclub,https://www.instagram.com/p/DWZux41iZo7/
5164,Musical Karaoke,Jamnetwork,"Social & Games, Creative Arts","Thu, 02 Apr 2026 10:00 PM UTC","Fri, 03 Apr 2026 12:00 AM UTC",AL 113,,,False,CONFIRMED,"Vocal Victories is back with yet another session! 🎤 

Come join us for a night of Musical Karaoke, followed by a lesson on vocal projection/belting from the one and only Rachel 😉 Whether you’re a beginner or an expert everybody is welcome! Purely drop in!

📍 AL 113
🕙  April 2nd!",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/34b7ea39-7ae7-42e0-bb13-00abe2ce3206.jpg,University of Waterloo,WUSA,jamnetwork_uw,https://www.instagram.com/p/DWaV6UEDL3l/
5171,Termly General Meeting,University of Waterloo Conservatives,Career & Networking,"Thu, 02 Apr 2026 10:00 PM UTC","Fri, 03 Apr 2026 01:00 AM UTC",Location details for the meeting provided in the membership email.,,,False,CONFIRMED,"Our Termly General Meeting is on April 2. Location details for the meeting provided in the membership email. 
Join us to discuss the future of the club, review the Constitution, and elect next term’s executive team.
Interested in running? Send us your details ahead of time.
Can’t attend but still want to run? Reach out.
Check your email for full details or DM us with questions.
Members only.",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/a3dae754-8dd7-48d7-ad7b-406a1d8d157b.jpg,University of Waterloo,WUSA,uw.conservatives,https://www.instagram.com/p/DWcWXZdkRie/
3544,Thursday Trivia Night,UW Quizbowl,Social & Games,"Thu, 02 Apr 2026 10:30 PM UTC",,AL 124,,,False,CONFIRMED,"We're going to be trying something new with TWO ✌️ in-person practices every week! 😱

If you can't make it to our Tuesday practices 😔🎵, come hangout and play some trivia on Thursdays in AL 124 at 6:30 PM instead!",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/8ba63979-0ca3-4b36-91f0-11a8dde187c4.jpg,University of Waterloo,WUSA,uwquizbowl,https://www.instagram.com/p/DTRB7Szj-7a/
4822,Bridgerton Masquerade Ball,Environment Students' Society,Social & Games,"Thu, 02 Apr 2026 11:30 PM UTC","Fri, 03 Apr 2026 02:30 AM UTC","THEMUSEUM (10 King St W, Kitchener, ON N2G 1A3)",35.0,Yes!,True,CONFIRMED,"🌱ENVIRONMENT STUDENTS SOCIETY Presents a Bridgerton Masquerade Ball ✨

We are excited to invite you all to this year’s Grad Ball. All undergraduate students are welcome to attend! 💜

🎶 We will have live DJ music, dinner buffet catered by Little Mushroom Catering, and a photographer to capture all the memorable moments. 🫖

📆: Thursday, April 2, 2026
🕔: 7:30 PM - 10:30 PM
📍: THE MUSEUM | 10 King St W, Kitchener, ON N2G 1A3
👗: Semi-Formal Attire

Tickets are Strictly Non-Refundable and Non-Transferable (exceptions will be made for accentuating circumstances). Please keep this in mind before purchasing. 🎟️

If you have any questions DM us or email social.ess@uwaterloo.ca. 

#bridgertonmasquerade #essgradball2026",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/1a6acfed-65a2-499b-82d0-f2e8590f8e0b.jpg,University of Waterloo,Student Society,uw_ess,https://www.instagram.com/p/DV1jsyhk4rW/
5140,AfterGlow Connection,Association of Korean Canadian Scientists and Engineers,"Career & Networking, Social & Games","Fri, 03 Apr 2026 10:00 PM UTC","Sat, 04 Apr 2026 03:00 AM UTC","One Bloor (1 Bloor St E, Toronto, ON M4W 0A8)",35.0,Yes!,True,CONFIRMED,"다가오는 악세 YGP 네트워킹 이벤트, AfterGlow Connection을 소개합니다!

이번 행사는, 퀸즈, 토론토, 워털루 그리고 웨스턴 대학교의 악세가 연합하여 다양한 활동을 통해 자연스럽게 교류할 수 있는 자리를 준비하였습니다.

이번 네트워킹 행사에서는 포멀하게 차려입은 상태로 다양한 맛있는 음식 및 스페셜 칵테일을 즐기며 팀별 스테이션 두뇌게임과 스피드 데이팅 - (같은 전공/관심분야에 있는 사람들과 네트워킹 할 수 있는 기회) 형식으로 진행됩니다! 상금도 준비되어 있으니 많은 참여 부탁드립니다 :)

편안하면서도 특별한 분위기 속에서 다른 학교 학생들과도 인연을 만들 수 있는 좋은 기회입니다✨ 학생여부 상관없이 자유롭게 신청 가능합니다 :) 

📅 시간: 4월 3일 / 오후 6시 – 11시
📍 장소: One Bloor, 1 Bloor St E, Toronto, ON M4W 0A8
👗 드레스코드: 포멀
🎟 참가비: $35

본 이벤트는 조기 마감될 수 있으니 서둘러 바이오의 링크를 통해 RSVP 해주세요! 

문의사항은 DM (@akcse_uw @akcse.uoft @akcse.queens @akcse.westernu)으로 부탁드립니다. 

이번 저희 AfterGlow Connection 이벤트는 한라산과 함께합니다! 
————— 

We are excited to introduce our upcoming AKCSE YGP’s networking event, AfterGlow Connection ✨

For this event, QU, UofT, UW, and UWO AKCSE came together to make an unforgettable evening where students can connect with one another!

In this networking event, participants will be dressed up formally and enjoy food & cocktails, join team-based station games and speed networking sessions! 

It is an opportunity to connect with students from other schools in a vibrant, social setting✨

📅 Time: April 3rd / 6:00 – 11:00 PM
📍 Location: One Bloor, 1 Bloor St E, Toronto, ON M4W 0A8
👗 Dress Code: Formal
🎟 Ticket: $35

Spots are limited, so be sure to secure your spot through RSVP form in bio! 

For questions, feel free to DM @akcse_uw @akcse.uoft @akcse.queens @akcse.westernu

Our AfterGlow Connection Event is officially sponsored by Hallasan!",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/127d9f81-9f13-4a8f-8da0-3dbd0c4e73c1.jpg,University of Waterloo,WUSA,akcse_uw,https://www.instagram.com/p/DWXWMsbjbzf/
4016,UW Charity Knitting Circle Weekly Meetups,UW Charity Knitting Circle,"Creative Arts, Social & Games","Fri, 03 Apr 2026 10:30 PM UTC","Sat, 04 Apr 2026 12:00 AM UTC",EV3 4412,,,False,CONFIRMED,"Hey everyone, we are back for the Winter term and hope to see you at our first meeting of the term tonight!! 🤗

When: Every Friday starting January 30 @ 6:30PM
Where: EV3 4412
Who: Anyone interested in fibre arts, regardless of craft or skill level, is welcome.

Materials are available, but you are encouraged to bring your own.",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/ce0be0b7-762a-44fc-8a84-525e7498d943.jpg,University of Waterloo,WUSA,knituw,https://www.instagram.com/p/DUIxT8vjcHq/
5067,Jamboree: A Decade Ago,Jamnetwork,"Creative Arts, Social & Games","Fri, 03 Apr 2026 10:30 PM UTC",,SLC Black and Gold Room,0.0,,False,CONFIRMED,"🎉 JAMBOREE: A DECADE AGO 🎉

🎵 It's back! Everyone's favourite end-of-term concert is happening April 3rd in the SLC Black and Gold room! Entry is free! Doors at 6:30 PM!

🌟 This term's theme, ""A Decade Ago"", is an invitation to throwback to the 2010s for that sweet sweet nostalgia! Whether we look back on Minecraft's release in 2010, the skinny jeans of 2016, or even the stark contrast in colour mid-decade, it's a fairly open theme with a lot of opportunities to dress up and show up!

🎟 Set list releasing soon!",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/fd60559d-7e3d-4690-ba5d-5bf532baccda.jpg,University of Waterloo,WUSA,jamnetwork_uw,https://www.instagram.com/p/DWNBHoGACoL/
4888,DDC x Ignition Hacks,Double Degree Club,"Academic, Career & Networking","Sat, 04 Apr 2026 01:00 PM UTC","Sat, 04 Apr 2026 11:00 PM UTC",RCH,,,True,CONFIRMED,"Hacker applications for DDC x Ignition Hacks v.7 are now open! We are hosting our event in-person on April 4th at the University of Waterloo(RCH)🚀

Check out the link in our bio to access the hacker registrations! Applications are due March 30th, at 11:59pm. Please read the Google Form for more information.

SPOTS ARE LIMITED! Applications will be reviewed on a rolling basis so make sure to apply now. You don’t want to miss this opportunity👀

#doubledegree #ignitionhacks #tech #stem #hackathon",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/640f7864-4056-4a5b-87e1-d6be401e6345.jpg,University of Waterloo,Student Society,doubledegreeclub,https://www.instagram.com/p/DV844dnDiev/
5058,SOFA Trip To The Art Gallery Of Ontario,Society of Fine Arts,"Creative Arts, Cultural","Sat, 04 Apr 2026 04:00 PM UTC","Sat, 04 Apr 2026 05:00 PM UTC","Art Gallery of Ontario, Toronto, ON",12.0,,True,CONFIRMED,"TICKETS ON SALE NOW! ONLY 20 SPOTS AVAILABLE FOR A SOFA FIELD TRIP TO THE AGO! 

Join SOFA on a trip to Toronto to visit the iconic Art Gallery of Ontario, known for its contemporary architecture and for being one of North America’s largest art galleries.

WHEN? April 4th, 2026
PRICE? $12

WHAT YOUR TICKET INCLUDES:
- Admission to the AGO (25 and Under Admission)
- A guided tour of the AGO
- Round trip transportation from UW to Toronto’s Union Station (Through GO Transit)
- A Toronto art landmark guide

TICKETS ARE LIMITED! Secure your spot and view purchasing instructions through the link in our bio. 

DON’T MISS OUR BIGGEST EVENT OF THE YEAR!",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/004710d0-efaa-46e8-80ec-a4eacea06f86.jpg,University of Waterloo,Student Society,uw_sofa,https://www.instagram.com/p/DWMN6TWle3g/
4567,Khalsa Ji De Bol Baleyan Di Garj,Sikh Students Association (SSA),"Creative Arts, Cultural, Religious, Advocacy & Causes","Sat, 04 Apr 2026 06:00 PM UTC",,"Brampton Gurdwara Auditorium (99 Glidden Rd, Brampton, ON L6T 5N4)",,,True,CONFIRMED,"ਖ਼ਾਲਸਾ ਜੀ ਦੇ ਬੋਲ ਬਲਿਆਂ ਦੀ ਗਰਜ
Khalsa Ji De Bol Baleyan Di Garj

An art, poetry, and singing competition bringing together Sikh creatives to reflect on history, and sovereignty through artistic expression.

Date: April 4th, 2026
Location: Brampton Gurdwara Auditorium
99 Glidden Rd, Brampton, ON L6T 5N4

Categories:
* Spoken Word Poetry / Kavishari, Dhadi, Singing
* Art (Painting & Drawing)

Age Groups:
* Spoken Word / Kavishari / Dhadi / Singing: 14–18, 19–25, 25–45
* Art: 8–13, 14–18, 19+

Themes:
Ghallughara, Khalsa Raj, Patshahi Dawa, Sikh Sangharsh, Sarbat Khalsa, Jujharu Shaheeds, Khalistan

Scan the QR code to register or visit the link in our bio

#Garj #SarbatKhalsa #Khalistan",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/728bc326-4257-422d-80f7-08ae327263bc.jpg,University of Waterloo,WUSA,waterloolaurierssa,https://www.instagram.com/p/DVZwjnflFbB/
4577,Momentum,Waterloo Dance Club,Creative Arts,"Sat, 04 Apr 2026 11:00 PM UTC",,Humanities Theatre,,,False,CONFIRMED,"UWDC Presents: Momentum 

Momentum represents the force we’ve formed together all season; every late practice, every challenge, every breakthrough, adding to something greater than the moment itself. Building on a strong foundation, our team moved forward with confidence and purpose. This showcase captures the acceleration of our growth, not just as dancers, but as a team determined to keep moving, evolving, and becoming. 

Join us on April 4th at 7:00pm in the Humanities Theatre to experience UWDC in motion.

#dance #uwaterloo #dancersofinstagram #university",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/d5ec678b-e20a-42ea-927b-5e27273a3245.jpg,University of Waterloo,Athletics,uwaterloodance,https://www.instagram.com/p/DWcfPSeGHNj/
5124,Rasmi 2026,African Student Association (ASA),"Social & Games, Academic","Sat, 04 Apr 2026 11:30 PM UTC","Sun, 05 Apr 2026 01:30 AM UTC",SLC Black & Gold Room,0.0,Yes!,True,CONFIRMED,"Give them their flowers 🌸🎓

Join us for RASMI 2026 as we celebrate our graduates and this milestone moment ✨

📅 April 4th
⏰ 7:30–9:30 PM
📍 SLC Black & Gold Room

Free for all attendees

Non-grads: limited spots (first come, first served)
Food, music, games, and a special parting gift from UWASA 💕

RSVP in bio (@_uwasa) — REQUIRED FOR ALL

See you there ✨",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/f82093a6-ba87-4c91-8782-fc04dcd8116b.jpg,University of Waterloo,WUSA,_uwasa,https://www.instagram.com/p/DWVHZFyifFg/
5154,Early Internet Rave,UWU FC - University of Waterloo Undergraduate Furry Club,Social & Games,"Sun, 05 Apr 2026 12:00 AM UTC","Sun, 05 Apr 2026 03:00 AM UTC",SLC Multipurpose Room,5.0,Soft drinks,False,CONFIRMED,"GET HYPED!!!

This is your FIRST annoucement about our coming EARLY INTERNET RAVE, a collaboration between UWUFC and UWDJ! 

We’ll be welcoming DJs subvxrt, Dreadsu, 10sekki and miku club from UWDJ, each playing a 45 minute set. 

Soft drinks (unlimited, within reason) will be avaliable. Please, don’t hesitate to bring your fursuits and/or cosplay, and tell your friends to come along too!

📍SLC Multipurpose (1st floor, great hall)
📆Saturday, April 4th
⏰8-11pm
💵Admissions:$5

@uwaterloodj 

#uwaterloo #wusa #furry #rave",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/b989849f-1c43-4a54-ae62-586ab6d7c5a7.jpg,University of Waterloo,WUSA,uwufurs,https://www.instagram.com/p/DWZjZ94Eefi/
5086,Co-Op Social,Accounting & Finance Student Association,"Career & Networking, Social & Games","Mon, 06 Apr 2026 09:00 PM UTC","Tue, 07 Apr 2026 02:00 AM UTC","The Rec Room (255 Bremner Blvd, Toronto, ON)",25.0,Yes!,True,CONFIRMED,"Co-op season just got a whole lot better! ️ 🎮
We’re heading to The Rec Room Toronto for AFSA’s Co-op Social! Trade your monitors for arcade games and
join us for a fun and relaxing night!
📍 Where: The Rec Room (255 Bremner Blvd)
🕕 When: April 6th | 5:00 PM – 10:00 PM
💸 Cover: $25 (Includes a food, beverages, arcade games, and memories!)
Whether you’re looking to dominate the leaderboard or just want to grab a drink and catch up with friends
away from the desk, this is the move.
🔗 Click the link in our bio to grab your spot by April 2nd! Please note, you must buy the ticket AND sign up
with the form.",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/5fc3b0e9-e318-428f-9a24-a0281bd272fb.jpg,University of Waterloo,Student Society,uwafsa,https://www.instagram.com/p/DWP98D9FshB/
4803,Cookie Dough Fundraiser,Earth and Environemental Undergraduate Club,Sales & Fundraising,"Wed, 08 Apr 2026 04:00 PM UTC","Wed, 08 Apr 2026 08:30 PM UTC",Outside EIT 2031,10.0,"Cookie dough, shortbread",False,CONFIRMED,"Did someone say COOKIES?!? 

Alleviate your exam season with ready-to-bake cookie dough. A box of 40 cookie dough drops is $15 each, and Shortbread Gift Boxes are $10 each. Pick up April 8th or we'll store it for you until end of the month!

Funds go directly to support student experiential learning... so share the link with your family too - frozen dough can last up to 5 hours of travel. 😉",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/f26973ff-be90-413f-82a8-1c29b7f84186.jpg,University of Waterloo,Student Society,watrox1017,https://www.instagram.com/p/DVy2jLpkXli/
5149,ERSSA's Cookies And Cram Study Session,"Environment, Resources and Sustainability Student Association",Academic,"Wed, 08 Apr 2026 06:00 PM UTC","Wed, 08 Apr 2026 08:00 PM UTC",ESS Lounge,,Cookies,False,CONFIRMED,Exam season is coming! Join ERSSA on Wednesday April 8th from 2-4pm in the ESS lounge for a cookie-fuelled study session. Get ready to ace your finals!💪📖,https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/96edce8c-e2cc-42ab-b873-62a7df26b48a.jpg,University of Waterloo,Student Society,uwerssa,https://www.instagram.com/p/DWZJimkFDnq/
4238,Curtain Call,Theatre Students Union,"Creative Arts, Social & Games","Wed, 08 Apr 2026 09:30 PM UTC","Thu, 09 Apr 2026 02:00 AM UTC","Humanities Theatre, HH",15.0,Yes!,True,CONFIRMED,"Attention theatre students, faculty, and staff 📣 The most magical night of the year is approaching! 

Curtain call is a night that celebrates the theatre program, previews plans for the future, and is a great opportunity to spend a lovely night with our staff & your friends 🎭🥂

Make sure to save the date and stay tuned for more information :)",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/a231192d-d155-41f4-a4ee-d557cdcb9aec.jpg,University of Waterloo,Student Society,uw.tsu,https://www.instagram.com/p/DV1dpJsgTSG/
4785,Spring Banquet,Power to Change (Campus Crusade for Christ),"Social & Games, Religious","Wed, 08 Apr 2026 10:00 PM UTC","Thu, 09 Apr 2026 01:30 AM UTC",Velocity (SCH 2nd floor),,,True,CONFIRMED,"SPRING BANQUET IS HERE🌟‼️🩷🌸🌷🌷
follow the link or scan the QR code to buy tickets! we want to see you there!",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/1b63ea41-4a63-41b4-8808-8d451b008258.jpg,University of Waterloo,WUSA,p2cwaterloo,https://www.instagram.com/p/DVwlo2VEWaX/
5133,TriFormal 2026: The Boss Returns,uWaTNA,Social & Games,"Fri, 24 Apr 2026 10:00 PM UTC",,"Markham Convention Centre (30 Ironside Cres, Scarborough, ON M1X 0B7)",,,True,CONFIRMED,"THE FORMAL OF THE YEAR RETURNS💥

YUTSA X MACTSA X UWATNA PRESENTS…

⚔️THE BOSS RETURNS⚔️

We are running back everyone’s favourite trio to bring you a TriFormal experience like never before 👀 #TheBossReturns2026

The game only begins when THE BOSS says it begins 💥

Pera ketta summa Athiruthala?

Special thank you to our TITLE SPONSOR @akaramsilk ✨

TICKETS GO ON SALE FRIDAY, MARCH 27 @ 6PM

🚨POLICIES🚨
1️⃣ STRICT Inter TSA Blacklist will be in FULL EFFECT. NO  EXCEPTIONS.
2️⃣ YOU MUST be between 19-25 of age on the night of the event to attend.
3️⃣ All tickets MUST be purchased from an AUTHORIZED ticket representative
4️⃣ ABSOLUTELY NO REFUNDS, EXCHANGES OR RESELLING.
5️⃣ MAXIMUM OF 5 TICKETS PER DM

🗓️ April 24th, 2026

📍 Markham Convention Centre -30 Ironside Crescent, Scarborough, ON M1X 0B7

🚪DOORS OPEN FROM 6PM-8PM

Set your alarms, clear your calendars and don’t miss out 👀

🎞️ @cutsbysai_ @naalai.co

#TriFormal2026 #TheBossReturns2026
#FormalOfTheYearEveryYear",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/da030ed4-89fa-4c17-97ec-7a968d0050e1.jpg,University of Waterloo,WUSA,uwatna,https://www.instagram.com/p/DWW1VflDl35/
5161,Farhan Saeed - Sajni Tour,Pakistani Students' Association,"Creative Arts, Cultural","Thu, 30 Apr 2026 10:00 PM UTC",,"Queen Elizabeth Theatre, Toronto",,,True,CONFIRMED,"🎤✨TORONTO TICKETS ARE OUT - SAJNI TOUR ✨🎤

Launching the ticket release with the vibrant city of Toronto! The sensational Farhan Saeed is bringing the magic LIVE to your city with the much-awaited Sajni Tour ❤️‍🔥

🗓 April 30th, 2026
📍 Queen Elizabeth Theatre, Toronto 
Get ready for a night full of nostalgia and chart-topping hits 🎶✨

🎟 Tickets are linked in bio!
#FarhanSaeed #SajniTour #pakistani #DesiMusic #LiveConcert",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/942cc330-e5aa-4d5f-a50c-186b996a1c6b.jpg,University of Waterloo,WUSA,uw.psa,https://www.instagram.com/p/DWZ2fkqDD0p/
4082,University of Waterloo Aviation Gala,Aviation Society,"Social & Games, Sales & Fundraising","Fri, 08 May 2026 04:00 AM UTC",,Whistle Bear Golf Course,,,False,CONFIRMED,"The best time of the year is coming very, very soon. 

The 2026 University of Waterloo Aviation Gala will be hosted on May 8th at Whistle Bear Golf Course. 

Tickets will be available soon.",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/89059278-0cdf-4c2a-a303-ae3b159d2f30.jpg,University of Waterloo,WUSA,uw_aviation,https://www.instagram.com/p/DUSHHEmja86/
4755,Night In Ceylon,Sri Lankan Students' Association,"Social & Games, Cultural","Fri, 08 May 2026 10:00 PM UTC",,"Renaissance by The Creek (3045 Southcreek Rd, Mississauga)",55.0,,True,CONFIRMED,It’s that time of year again. Time to dress to impress. Get ready because NIGHT IN CEYLON formal is back. Keep an eye out. Tickets dropping soon. 👀,https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/8646bf6e-a135-4956-a328-e9c7537bba99.jpg,University of Waterloo,WUSA,slsa.uw,https://www.instagram.com/p/DVeq-i2kaR8/
4818,WiCS Con,Women in Computer Science,"Career & Networking, Advocacy & Causes","Wed, 13 May 2026 02:00 PM UTC","Wed, 13 May 2026 10:00 PM UTC",DC 1st floor,,,True,CONFIRMED,"WiCS Con is a 1-day conference for women and gender-diverse students interested in computer science and tech.✨

As a volunteer, you can assist company reps throughout the day, have the opportunity to present, and/or be behind the scenes of running WiCS Con. As a volunteer, you are also able to attend the conference sessions as an attendee.

Plus, all volunteers receive an exclusive WiCS Swag Bag (we may or may not be bringing back the WiCS Canvas bags for volunteers...)!🎉

Date: May 13th, 2026
Time: 10AM - 6PM
Location: DC 1st floor

Interested in volunteering? Sign up via the link in bio!",https://bug-free-octo-spork.s3.us-east-2.amazonaws.com/events/976afc13-6f04-4d1c-bdd1-52d9d6df3695.jpg,University of Waterloo,Student Society,uwaterloowics,https://www.instagram.com/p/DV1Owm4jtrw/
